ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	CATEGORY	SUBCATEGORY
71178	∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71179	∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71180	∞Ê«Ë¿«π›¡ˆ+80	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	CONFIRM_WHEN_USE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
71181	∞Ê«Ë¿«π›¡ˆ+100	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	CONFIRM_WHEN_USE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
71182	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20233	0	0	0	0	0	0	0	0	0
71183	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20234	0	0	0	0	0	0	0	0	0
71184	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20235	0	0	0	0	0	0	0	0	0
71185	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20236	0	0	0	0	0	0	0	0	0
71186	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20237	0	0	0	0	0	0	0	0	0
71187	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20238	0	0	0	0	0	0	0	0	0
71188	∫Œ»∞¿˝ ªÁ≈¡	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71189	¿Á∞Ê∫Òº≠+	ITEM_USE	USE_NEW_UNK2	1	ANTI_DROP | ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71190	«“∑Œ¿© º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71191	¿Ë¿« º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	12	2
71192	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20240	0	0	0	0	0	0	0	0	0
71193	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20239	0	0	0	0	0	0	0	0	0
71194	ƒ´µÂ¡∂∞¢(Gold)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	12	2
71195	ƒ´µÂ¡∂∞¢(Silver)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	12	2
71196	ƒ´µÂ¡∂∞¢(Bronze)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	12	2
71197	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20241	0	0	0	0	0	0	0	0	0
71198	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20242	0	0	0	0	0	0	0	0	0
71199	√ ƒ›∏¥ ∆“¥¯∆Æ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71203	≥™«—±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71204	≥™«—±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71205	∫∞±‚±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71206	∫∞±‚±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71207	∫ÒªÏ±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71208	∫ÒªÏ±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71209	∞≠≥Î±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71210	∞≠≥Î±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71211	»Øπ´±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71212	»Øπ´±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71213	»Ê∏∂±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71214	»Ê∏∂±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71215	√µ∑Ê±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71216	√µ∑Ê±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71217	±§∑⁄±∫ ∏∂Ω∫≈Õ ∆—1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71218	±§∑⁄±∫ ∏∂Ω∫≈Õ ∆—2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71219	Pepsi Can	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
71220	M2P_MOUNT	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LEVEL	25	APPLY_MALL_ATTBONUS	10	APPLY_MALL_DEFBONUS	10	APPLY_ATTBONUS_MONSTER	10	1	20243	0	0	0	0	0	0	0	0	0
72001	∞Ê«Ë¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	600	0	0	0	0	0	0	0	0	0	0
72002	∞Ê«Ë¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72003	∞Ê«Ë¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72004	µµµœ¿« ¿Â∞©	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	600	0	0	0	0	0	0	0	0	0	0
72005	µµµœ¿« ¿Â∞©	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72006	µµµœ¿« ¿Â∞©	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72007	∫Ò¥‹∫∏µ˚∏Æ	ITEM_UNIQUE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	600	0	0	0	0	0	0	0	0	0	0
72008	∫Ò¥‹∫∏µ˚∏Æ	ITEM_UNIQUE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72009	∫Ò¥‹∫∏µ˚∏Æ	ITEM_UNIQUE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72010	ø¯æ”¿« ±Í≈–	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	900	0	1	0	0	0	0	0	0	0	0
72011	ø¯æ”¿« ±Í≈–	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	0	1	0	0	0	0	0	0	0	0
72012	ø¯æ”¿« ±Í≈–	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10800	0	1	0	0	0	0	0	0	0	0
72013	ø˘∞£æÓΩ…	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0	0	0
72014	ø˘∞£æÓΩ…	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72015	ø˘∞£æÓΩ…	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72016	¡¶3¿« º’	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0	0	0
72017	¡¶3¿« º’	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72018	¡¶3¿« º’	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72019	√¢∞Ì»Æ¿Â±«	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	900	0	1	0	0	0	0	0	0	0	0
72020	√¢∞Ì»Æ¿Â±«	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	0	1	0	0	0	0	0	0	0	0
72021	√¢∞Ì»Æ¿Â±«	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10800	0	1	0	0	0	0	0	0	0	0
72022	«‡øÓ¿« ±›»≠	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	600	0	0	0	0	0	0	0	0	0	0
72023	«‡øÓ¿« ±›»≠	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72024	«‡øÓ¿« ±›»≠	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72025	∞¸≈Î¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	16	10	600	0	0	0	0	0	0	0
72026	∞¸≈Î¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	16	10	600	0	0	0	0	0	0	0
72027	∞¸≈Î¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	16	10	600	0	0	0	0	0	0	0
72028	ø≠¡§¿« ∞°∏È	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	1	0	0	0	0	0	0	0	0
